Production_ID,Production_DateTime,Production_Date,Production_Hour,Production_Week,Production_Month,Shift_Type,Production_Line,Product_Type,Batch_Number,Machine_ID,Machine_Temperature,Machine_Run_Time,Downtime_Minutes,Maintenance_Status,Power_Consumption,Operator_ID,Operator_Experience,Shift_Hours,Material_Type,Material_Quality,Supplier_ID,Inventory_Level,Production_Target,Actual_Output,Production_Efficiency,Cycle_Time,Defect_Count,Rejection_Count,Factory_Temperature,Humidity_Level,Noise_Level
113,2025-10-13 17:34:57.973205,2025-10-13,17,42,10,C,Line-1,Sensor,BATCH-2675,M-101,55.66,17,105,Done,38.98,1042,15.0,8,Silicon,Medium,225,665.0,691,263,66.86,2.15,17,3,39.24,73.78,71.54
114,2026-02-24 07:50:57.973205,2026-02-24,7,9,2,B,Line-2,Microchip,BATCH-4236,M-101,75.41,15,24,Pending,38.86,1025,10.0,10,Plastic,High,248,960.0,617,798,88.14,0.88,1,6,39.7,39.07,52.09
115,2025-11-14 11:21:57.973205,2025-11-14,11,46,11,C,Line-2,Sensor,BATCH-6973,M-101,50.38,24,30,Done,45.03,1028,8.0,7,Copper,Medium,206,714.0,1015,246,68.32,1.98,5,4,25.32,71.58,71.52
116,2025-12-10 04:49:57.973205,2025-12-10,4,50,12,B,Line-1,PCB,BATCH-5952,M-103,77.43,18,40,Pending,42.76,1046,3.0,7,Silicon,High,247,320.0,889,562,73.56,3.1,4,10,25.8,38.55,50.71
117,2026-02-23 18:19:57.973205,2026-02-23,18,9,2,A,Line-2,Sensor,BATCH-8480,M-101,112.66,18,35,Pending,41.95,1011,,11,Plastic,Low,223,875.0,653,629,80.95,3.11,5,2,20.85,72.7,96.01
118,2025-06-06 03:37:57.973205,2025-06-06,3,23,6,B,Line-2,Sensor,BATCH-3064,M-103,92.73,23,13,Done,19.63,1040,8.0,9,Copper,Low,224,535.0,1040,1041,84.43,4.56,13,8,25.74,32.74,87.09
119,2025-06-19 13:01:57.973205,2025-06-19,13,25,6,C,Line-1,Microchip,BATCH-6763,M-103,51.63,11,118,Pending,43.01,1006,2.0,12,Copper,High,242,195.0,384,999,66.07,1.22,9,3,27.8,78.7,109.23
120,2025-07-28 18:25:57.973205,2025-07-28,18,31,7,B,Line-2,PCB,BATCH-7655,M-103,64.25,6,68,Pending,24.55,1048,9.0,6,Silicon,Medium,250,718.0,664,482,62.54,4.85,20,10,30.63,48.69,77.07
121,2025-08-09 11:22:57.973205,2025-08-09,11,32,8,B,Line-2,PCB,BATCH-3346,M-103,50.9,21,48,Done,34.81,1040,7.0,12,Copper,Medium,207,221.0,1084,345,76.89,4.61,12,3,32.67,30.74,51.59
122,2025-06-29 03:46:57.973205,2025-06-29,3,26,6,A,Line-1,Microchip,BATCH-9095,M-101,95.84,20,56,Pending,25.93,1046,4.0,8,Plastic,Low,214,102.0,879,546,81.74,1.37,11,8,31.32,41.58,67.15
123,2025-07-04 04:16:57.973205,2025-07-04,4,27,7,C,Line-1,Microchip,BATCH-9283,M-104,70.31,22,53,Pending,43.96,1048,14.0,10,Silicon,Medium,248,867.0,557,541,77.24,1.86,15,1,24.63,40.71,52.67
124,2026-01-30 12:27:57.973205,2026-01-30,12,5,1,C,Line-3,Sensor,BATCH-8008,M-104,70.39,14,102,Pending,20.24,1050,3.0,11,Copper,Medium,248,866.0,630,945,83.18,3.75,11,10,25.67,36.65,76.0
125,2025-12-08 11:59:57.973205,2025-12-08,11,50,12,A,Line-3,Microchip,BATCH-2567,M-103,94.91,18,19,Pending,43.34,1018,9.0,9,Plastic,Low,235,922.0,757,200,83.33,0.9,19,10,30.38,76.39,92.51
126,2026-02-02 09:32:57.973205,2026-02-02,9,6,2,B,Line-2,PCB,BATCH-2301,M-103,77.65,22,41,Pending,54.98,1041,6.0,12,Plastic,High,224,486.0,645,607,76.91,1.57,5,10,20.61,70.82,86.91
127,2025-12-14 18:48:57.973205,2025-12-14,18,50,12,A,Line-2,PCB,BATCH-4937,M-103,81.13,14,94,Done,47.52,1030,6.0,6,Plastic,Low,219,632.0,583,1052,61.89,3.21,6,7,26.9,42.74,65.14
128,2026-01-29 09:31:57.973205,2026-01-29,9,5,1,B,Line-1,PCB,BATCH-4061,M-101,79.96,17,109,Done,31.25,1035,13.0,6,Silicon,Low,247,105.0,346,633,90.99,2.28,17,4,34.59,73.16,114.19
129,2026-01-31 12:11:57.973205,2026-01-31,12,5,1,B,Line-1,Sensor,BATCH-9483,M-102,82.14,20,72,Done,42.08,1038,15.0,12,Plastic,High,210,865.0,573,413,72.45,3.93,6,7,29.68,60.34,90.44
130,2026-05-01 02:31:57.973205,2026-05-01,2,18,5,B,Line-3,Sensor,BATCH-6526,M-104,102.29,18,3,Done,57.18,1030,2.0,8,Plastic,Low,211,279.0,778,645,74.79,4.54,10,2,29.88,51.59,82.6
131,2025-09-10 12:30:57.973205,2025-09-10,12,37,9,B,Line-3,Microchip,BATCH-4790,M-102,64.35,7,61,Done,53.87,1038,9.0,12,Silicon,Low,225,127.0,516,660,85.19,1.46,20,2,28.11,79.6,106.66
132,2025-07-23 15:49:57.973205,2025-07-23,15,30,7,A,Line-1,Microchip,BATCH-4901,M-103,81.32,19,55,Done,53.77,1049,13.0,10,Copper,Medium,200,388.0,491,973,81.09,2.64,8,4,28.7,49.0,114.49
133,2025-11-24 18:29:57.973205,2025-11-24,18,48,11,A,Line-3,Microchip,BATCH-9668,M-103,56.58,10,59,Done,34.96,1041,10.0,6,Plastic,High,225,171.0,422,649,95.43,4.38,19,4,38.88,60.99,52.24
134,2025-12-31 02:30:57.973205,2025-12-31,2,1,12,A,Line-2,PCB,BATCH-8715,M-102,97.24,14,88,Done,20.53,1038,14.0,7,Silicon,Medium,247,304.0,650,256,61.75,0.87,6,0,22.09,76.13,64.25
135,2025-07-24 04:11:57.973205,2025-07-24,4,30,7,C,Line-2,Sensor,BATCH-4429,M-102,90.03,17,58,Done,50.31,1012,9.0,11,Copper,High,201,897.0,668,870,94.27,2.77,17,1,32.13,79.25,108.98
136,2026-01-02 19:55:57.973205,2026-01-02,19,1,1,B,Line-2,Sensor,BATCH-0487,M-104,88.42,9,58,Pending,42.21,1038,14.0,9,Plastic,Medium,229,625.0,1088,852,79.64,4.14,5,2,20.04,59.83,76.82
137,2025-09-07 05:03:57.973205,2025-09-07,5,36,9,C,Line-2,Microchip,BATCH-2809,M-103,72.65,15,108,Pending,57.48,1049,6.0,7,Copper,Low,235,962.0,650,496,87.22,2.24,18,4,31.78,65.02,102.8
138,2025-12-05 09:05:57.973205,2025-12-05,9,49,12,B,Line-3,Sensor,BATCH-5601,M-104,,15,22,Done,55.73,1021,11.0,7,Copper,Low,229,605.0,334,636,60.08,1.85,10,7,28.2,64.12,81.83
139,2026-03-06 08:28:57.973205,2026-03-06,8,10,3,C,Line-1,PCB,BATCH-3980,M-101,82.83,6,45,Pending,27.91,1027,10.0,10,Copper,Medium,208,650.0,604,527,90.92,1.42,11,2,21.47,46.0,69.71
140,2025-11-25 00:09:57.973205,2025-11-25,0,48,11,C,Line-2,Sensor,BATCH-3225,M-101,53.63,14,64,Pending,41.29,1050,10.0,12,Copper,High,245,105.0,1126,780,74.55,3.32,10,7,39.32,70.08,117.66
141,2025-08-02 14:31:57.973205,2025-08-02,14,31,8,C,Line-3,Sensor,BATCH-7575,M-104,118.88,9,110,Pending,55.43,1048,14.0,6,Copper,High,220,189.0,1128,602,82.69,4.38,15,6,26.58,61.15,78.08
142,2026-05-02 23:46:57.973205,2026-05-02,23,18,5,A,Line-1,Sensor,BATCH-7471,M-101,95.14,16,101,Pending,30.57,1015,11.0,11,Silicon,Low,249,269.0,861,831,86.7,1.41,0,2,20.64,46.53,73.11
143,2026-03-13 02:38:57.973205,2026-03-13,2,11,3,A,Line-3,Microchip,BATCH-7561,M-104,94.83,14,40,Done,45.92,1011,13.0,9,Copper,High,228,268.0,537,742,93.82,3.59,9,8,34.82,45.44,76.48
144,2025-11-24 16:41:57.973205,2025-11-24,16,48,11,B,Line-1,Sensor,BATCH-1087,M-103,93.97,7,106,Pending,41.61,1035,13.0,11,Plastic,Low,227,646.0,1184,610,67.31,1.2,12,6,26.97,33.21,116.61
145,2025-08-12 10:58:57.973205,2025-08-12,10,33,8,C,Line-2,Sensor,BATCH-5879,M-101,96.44,8,60,Pending,28.43,1037,7.0,8,Copper,High,214,279.0,767,379,88.63,4.33,2,0,38.32,40.58,52.75
146,2025-12-13 02:53:57.973205,2025-12-13,2,50,12,A,Line-2,Sensor,BATCH-0085,M-104,106.96,7,109,Pending,23.85,1044,8.0,12,Plastic,High,211,981.0,390,552,60.88,1.73,5,7,29.88,65.07,92.2
147,2025-10-05 05:25:57.973205,2025-10-05,5,40,10,B,Line-3,Sensor,BATCH-3345,M-103,108.98,18,89,Done,51.3,1047,5.0,10,Silicon,High,214,550.0,382,371,93.69,3.64,5,0,21.55,69.32,58.96
148,2025-09-25 13:42:57.973205,2025-09-25,13,39,9,C,Line-1,Microchip,BATCH-4785,M-103,200.0,10,64,Done,41.61,1002,9.0,10,Plastic,High,239,324.0,1052,243,94.01,4.45,18,3,36.68,41.05,100.89
149,2025-07-01 09:25:57.973205,2025-07-01,9,27,7,B,Line-3,Sensor,BATCH-8093,M-101,,14,23,Done,57.6,1044,15.0,9,Plastic,High,234,419.0,610,567,68.61,1.55,19,3,36.62,63.15,119.34
150,2026-03-16 08:50:57.973205,2026-03-16,8,12,3,C,Line-2,Sensor,BATCH-7783,M-103,95.43,9,113,Pending,45.3,1028,13.0,10,Plastic,Medium,219,968.0,1004,746,73.12,0.51,13,9,23.64,49.99,76.51
151,2026-05-10 02:47:57.973205,2026-05-10,2,19,5,B,Line-2,PCB,BATCH-4635,M-101,108.44,9,55,Done,33.06,1028,3.0,6,Silicon,High,216,771.0,800,821,88.59,0.88,3,1,32.86,53.74,70.59
152,2026-02-20 02:06:57.973205,2026-02-20,2,8,2,A,Line-3,Microchip,BATCH-4315,M-102,118.84,18,111,Done,17.98,1016,9.0,11,Silicon,Low,203,566.0,642,779,79.45,4.05,18,0,38.49,67.97,116.03
153,2026-02-19 13:02:57.973205,2026-02-19,13,8,2,B,Line-2,Sensor,BATCH-6086,M-102,104.67,16,31,,51.48,1028,7.0,7,Silicon,High,211,457.0,1174,460,92.55,2.11,6,7,36.55,63.15,50.45
154,2025-10-28 15:53:57.973205,2025-10-28,15,44,10,B,Line-3,Sensor,BATCH-0656,M-104,58.01,22,14,Done,45.11,1001,9.0,11,Copper,Low,216,208.0,980,522,85.47,3.59,2,2,35.08,77.57,94.81
155,2025-10-11 18:10:57.973205,2025-10-11,18,41,10,C,Line-1,PCB,BATCH-8970,M-103,118.49,7,110,Done,49.1,1034,11.0,12,Copper,Medium,230,871.0,1109,299,98.18,2.32,16,0,28.2,67.37,112.25
156,2026-03-05 02:09:57.973205,2026-03-05,2,10,3,C,Line-2,PCB,BATCH-3061,M-103,66.47,6,107,,20.53,1014,7.0,7,Copper,Low,226,238.0,1054,712,72.82,4.7,12,8,38.64,72.56,62.04
157,2025-07-27 20:28:57.973205,2025-07-27,20,30,7,C,Line-3,PCB,BATCH-6727,M-104,59.89,12,106,Pending,31.51,1027,,6,Copper,Low,234,746.0,918,397,63.88,1.34,8,10,31.98,75.79,53.38
158,2025-11-27 05:09:57.973205,2025-11-27,5,48,11,B,Line-2,PCB,BATCH-5990,M-103,108.97,14,43,Done,18.4,1004,6.0,7,Silicon,High,241,859.0,368,383,80.18,2.88,0,0,28.69,79.25,118.49
159,2026-01-31 00:29:57.973205,2026-01-31,0,5,1,C,Line-2,Sensor,BATCH-8206,M-101,200.0,12,64,Done,56.98,1044,10.0,12,Copper,Low,207,487.0,858,566,83.81,1.17,7,6,30.14,56.48,92.25
160,2025-09-09 12:19:57.973205,2025-09-09,12,37,9,A,Line-3,PCB,BATCH-7539,M-104,81.06,15,94,Done,40.47,1031,12.0,12,Copper,Medium,208,116.0,533,689,71.21,3.33,0,9,38.84,68.21,72.29
161,2025-10-11 07:31:57.973205,2025-10-11,7,41,10,B,Line-3,Microchip,BATCH-3230,M-102,93.99,9,1,Pending,35.06,1022,4.0,9,Plastic,High,209,736.0,463,437,79.14,1.13,16,6,27.66,76.88,101.46
162,2025-06-01 08:31:57.973205,2025-06-01,8,22,6,A,Line-2,PCB,BATCH-2257,M-102,118.1,19,93,Pending,22.95,1048,13.0,7,Silicon,Low,201,819.0,744,265,68.74,2.87,6,4,28.92,69.28,53.35
163,2026-03-20 00:38:57.973205,2026-03-20,0,12,3,A,Line-1,Microchip,BATCH-1504,M-102,90.34,14,10,Pending,54.58,1029,7.0,7,Copper,High,243,791.0,1166,1029,80.67,3.1,20,3,33.24,50.7,96.33
164,2026-01-22 15:13:57.973205,2026-01-22,15,4,1,C,Line-3,PCB,BATCH-3448,M-103,82.29,15,10,Done,49.43,1004,13.0,10,Silicon,Medium,216,,897,618,71.09,3.9,11,8,39.45,61.77,107.14
165,2025-07-10 23:31:57.973205,2025-07-10,23,28,7,B,Line-3,Sensor,BATCH-0767,M-103,115.1,19,73,Pending,43.31,1050,15.0,8,Plastic,Low,227,185.0,1159,862,68.01,3.87,8,3,29.59,74.55,114.8
166,2025-10-11 10:35:57.973205,2025-10-11,10,41,10,B,Line-1,Sensor,BATCH-0366,M-101,91.44,17,8,Done,59.17,1012,15.0,10,Plastic,Medium,233,663.0,577,950,93.46,4.93,8,3,27.78,46.18,111.52
167,2025-09-09 01:48:57.973205,2025-09-09,1,37,9,A,Line-1,Microchip,BATCH-4496,M-101,96.19,8,114,Pending,29.54,1024,15.0,11,Plastic,High,217,181.0,907,325,61.1,2.41,18,9,36.12,37.28,115.52
168,2026-03-27 13:03:57.973205,2026-03-27,13,13,3,A,Line-3,Sensor,BATCH-8628,M-102,97.33,22,63,Pending,59.41,1021,10.0,7,Plastic,Medium,235,795.0,1173,748,74.11,3.54,18,1,32.77,63.84,106.31
169,2025-06-16 07:23:57.973205,2025-06-16,7,25,6,B,Line-1,PCB,BATCH-6015,M-101,82.62,19,12,Done,21.2,1003,7.0,10,Plastic,High,238,241.0,1120,237,65.05,3.32,4,7,37.73,52.58,54.6
170,2026-03-18 14:37:57.973205,2026-03-18,14,12,3,B,Line-1,Microchip,BATCH-0016,M-102,71.34,20,101,Done,46.39,1025,,7,Plastic,Medium,202,511.0,590,1031,78.42,1.62,9,6,34.07,72.26,92.37
171,2026-01-14 18:48:57.973205,2026-01-14,18,3,1,C,Line-2,Sensor,BATCH-5400,M-103,,12,18,Pending,58.47,1001,8.0,12,Plastic,Medium,238,951.0,1088,815,60.8,1.22,17,3,24.04,76.06,115.88
172,2025-09-17 04:11:57.973205,2025-09-17,4,38,9,A,Line-2,Microchip,BATCH-3349,M-101,60.41,19,4,Done,20.32,1028,1.0,9,Copper,Medium,213,364.0,1102,564,68.38,3.87,4,7,35.4,37.46,59.66
173,2026-01-26 01:55:57.973205,2026-01-26,1,5,1,B,Line-2,Microchip,BATCH-7108,M-102,50.29,19,26,Pending,37.95,1050,12.0,12,Silicon,Low,239,797.0,1052,813,78.59,1.26,13,1,34.2,61.84,117.69
174,2025-09-12 04:22:57.973205,2025-09-12,4,37,9,C,Line-1,Sensor,BATCH-1084,M-101,105.56,6,105,Done,38.14,1023,13.0,10,Plastic,Low,208,316.0,527,859,64.21,4.36,10,5,36.01,60.58,53.22
175,2026-02-22 15:08:57.973205,2026-02-22,15,8,2,C,Line-3,Microchip,BATCH-4418,M-103,77.08,21,62,Pending,35.46,1025,7.0,6,Copper,Medium,246,638.0,637,1059,85.46,4.66,1,7,22.51,33.93,95.95
176,2025-08-30 08:14:57.973205,2025-08-30,8,35,8,A,Line-1,Microchip,BATCH-1774,M-104,107.57,7,94,Pending,54.38,1024,7.0,9,Copper,Medium,238,660.0,655,1039,94.46,1.57,5,1,30.11,44.73,65.98
177,2025-09-08 23:41:57.973205,2025-09-08,23,37,9,C,Line-3,Microchip,BATCH-7957,M-102,103.84,8,116,Done,56.8,1046,9.0,9,Plastic,Medium,203,698.0,536,715,82.52,3.72,12,3,39.89,65.21,103.78
178,2026-03-01 08:49:57.973205,2026-03-01,8,9,3,C,Line-1,PCB,BATCH-7175,M-101,110.43,11,46,Done,21.83,1049,2.0,11,Copper,Low,240,356.0,1064,752,85.95,3.55,13,2,23.67,37.78,58.1
179,2026-05-07 12:11:57.973205,2026-05-07,12,19,5,B,Line-3,Sensor,BATCH-9833,M-104,98.39,7,53,Done,28.46,1008,10.0,11,Plastic,Low,221,449.0,1048,712,87.09,3.48,2,5,20.25,53.09,73.96
180,2026-01-24 17:20:57.973205,2026-01-24,17,4,1,C,Line-2,PCB,BATCH-0676,M-101,,7,66,Pending,38.29,1050,5.0,10,Plastic,Medium,213,715.0,1038,434,80.2,1.6,13,6,37.89,72.97,72.32
181,2026-04-25 09:34:57.973205,2026-04-25,9,17,4,C,Line-1,PCB,BATCH-6475,M-102,92.17,9,33,Done,50.77,1034,7.0,9,Silicon,High,208,112.0,975,952,62.08,3.34,5,10,23.55,62.76,69.26
182,2025-06-27 12:13:57.973205,2025-06-27,12,26,6,B,Line-2,PCB,BATCH-3128,M-102,105.57,11,14,Done,44.06,1047,7.0,10,Silicon,Low,222,144.0,720,883,65.12,2.94,13,2,33.29,41.9,86.29
183,2026-01-11 01:24:57.973205,2026-01-11,1,2,1,C,Line-2,Microchip,BATCH-8825,M-104,92.68,21,44,Done,28.44,1006,5.0,12,Copper,Low,244,114.0,724,937,77.01,4.33,15,7,23.6,68.13,82.07
184,2025-06-20 08:34:57.973205,2025-06-20,8,25,6,B,Line-3,Microchip,BATCH-5607,M-103,113.5,10,1,Done,17.77,1036,12.0,6,Plastic,Low,204,405.0,1031,323,94.55,2.93,2,9,38.64,56.03,111.87
185,2025-11-04 10:25:57.973205,2025-11-04,10,45,11,C,Line-3,Sensor,BATCH-0066,M-101,,7,82,Pending,51.92,1039,14.0,8,Copper,Medium,219,345.0,1196,1062,89.82,1.0,6,3,26.11,61.18,88.63
186,2025-09-07 22:25:57.973205,2025-09-07,22,36,9,C,Line-2,Microchip,BATCH-3410,M-103,,23,78,Pending,40.42,1012,11.0,9,Copper,Medium,224,452.0,745,870,77.86,3.08,7,7,28.1,62.4,98.83
187,2025-07-06 21:27:57.973205,2025-07-06,21,27,7,A,Line-2,PCB,BATCH-6796,M-103,99.27,22,39,Pending,45.6,1006,10.0,12,Silicon,High,248,731.0,564,475,61.81,1.72,8,1,38.08,56.1,104.8
188,2025-09-08 06:44:57.973205,2025-09-08,6,37,9,B,Line-1,Microchip,BATCH-4728,M-102,62.27,15,47,Done,25.03,1007,14.0,8,Copper,Medium,247,905.0,866,741,68.36,4.95,11,4,24.05,75.11,96.66
189,2026-05-03 05:21:57.973205,2026-05-03,5,18,5,B,Line-2,Microchip,BATCH-5032,M-102,91.32,23,113,Done,36.2,1039,11.0,11,Copper,Medium,202,127.0,606,1002,87.34,1.01,4,9,30.22,58.05,114.14
190,2025-11-28 23:04:57.973205,2025-11-28,23,48,11,A,Line-2,PCB,BATCH-4256,M-103,117.2,11,100,Done,35.8,1005,12.0,9,Silicon,High,210,890.0,1095,997,64.26,3.14,16,9,33.77,40.37,115.92
191,2025-05-28 19:33:57.973205,2025-05-28,19,22,5,B,Line-1,Microchip,BATCH-8289,M-101,,18,28,Done,45.25,1016,14.0,8,Plastic,High,223,394.0,1107,996,61.23,3.48,1,5,21.35,69.73,119.05
192,2026-01-24 07:04:57.973205,2026-01-24,7,4,1,B,Line-3,Microchip,BATCH-7139,M-102,92.45,7,88,Done,29.21,1016,2.0,9,Copper,Low,204,582.0,1070,874,72.23,4.44,18,5,26.33,68.74,89.48
193,2026-03-21 06:11:57.973205,2026-03-21,6,12,3,C,Line-3,Sensor,BATCH-8073,M-103,86.78,22,103,Done,59.26,1016,3.0,12,Plastic,Medium,235,469.0,621,952,62.18,3.41,19,9,22.09,70.22,81.6
194,2025-08-20 00:43:57.973205,2025-08-20,0,34,8,A,Line-1,Sensor,BATCH-2338,M-102,51.46,18,12,Done,17.03,1048,8.0,12,Silicon,Low,248,585.0,462,893,73.9,1.44,6,2,26.87,50.75,107.48
195,2025-12-29 18:19:57.973205,2025-12-29,18,1,12,C,Line-3,Microchip,BATCH-4166,M-103,54.4,21,107,Done,51.84,1012,4.0,8,Silicon,Low,233,833.0,383,900,82.08,1.29,9,10,35.77,50.75,57.62
196,2026-01-27 12:20:57.973205,2026-01-27,12,5,1,A,Line-3,Microchip,BATCH-9390,M-102,84.57,7,38,Done,18.03,1045,10.0,6,Silicon,High,207,797.0,530,559,89.83,2.23,12,5,23.13,52.15,72.7
197,2025-06-20 13:11:57.973205,2025-06-20,13,25,6,A,Line-1,PCB,BATCH-9541,M-103,77.63,19,12,Done,20.71,1020,14.0,11,Silicon,High,250,,1130,438,62.55,4.12,7,2,33.84,75.87,92.73
198,2025-12-20 13:39:57.973205,2025-12-20,13,51,12,A,Line-2,PCB,BATCH-1745,M-101,,24,34,Pending,52.86,1048,11.0,6,Copper,Low,215,456.0,1031,271,77.56,1.15,12,8,30.55,45.62,89.25
199,2025-10-04 14:06:57.973205,2025-10-04,14,40,10,A,Line-3,PCB,BATCH-7698,M-104,53.45,24,27,Pending,53.57,1009,7.0,6,Copper,High,233,286.0,1050,213,99.2,4.85,0,5,38.78,42.6,85.7
200,2025-05-17 21:06:57.973205,2025-05-17,21,20,5,A,Line-2,Microchip,BATCH-6086,M-104,61.29,9,52,Done,43.32,1012,13.0,7,Copper,Low,208,570.0,309,1040,90.99,1.87,18,9,38.1,79.75,113.58
201,2026-05-11 00:44:57.973205,2026-05-11,0,20,5,C,Line-2,PCB,BATCH-2788,M-101,67.32,13,118,Done,23.37,1012,3.0,6,Silicon,Low,207,349.0,950,726,76.85,2.88,6,7,28.64,31.93,75.5
202,2025-11-24 22:40:57.973205,2025-11-24,22,48,11,B,Line-2,Microchip,BATCH-9319,M-104,79.46,14,101,Done,50.26,1014,,6,Silicon,High,206,419.0,673,1061,60.07,4.88,8,7,31.38,61.15,77.24
203,2025-12-27 16:25:57.973205,2025-12-27,16,52,12,A,Line-1,Sensor,BATCH-2720,M-102,68.07,16,44,Done,23.51,1012,13.0,10,Silicon,High,235,698.0,1149,1034,81.57,0.64,17,10,28.05,32.15,61.79
204,2025-05-26 17:50:57.973205,2025-05-26,17,22,5,C,Line-3,Microchip,BATCH-7370,M-103,72.44,14,24,Done,43.25,1037,2.0,10,Silicon,Low,235,431.0,640,371,71.26,4.57,2,4,22.7,64.99,64.55
205,2026-05-16 09:44:57.973205,2026-05-16,9,20,5,C,Line-3,Sensor,BATCH-7015,M-101,78.14,16,35,Pending,35.62,1032,15.0,6,Copper,Medium,246,186.0,434,1031,82.09,2.08,20,8,28.49,50.06,72.98
206,2025-11-05 14:00:57.973205,2025-11-05,14,45,11,A,Line-3,PCB,BATCH-0905,M-103,99.73,8,49,Done,39.59,1029,13.0,6,Copper,Medium,250,161.0,1169,261,62.67,2.08,12,8,27.13,59.03,99.27
207,2026-04-29 02:01:57.973205,2026-04-29,2,18,4,C,Line-3,Microchip,BATCH-6336,M-103,75.36,6,95,Pending,56.4,1036,12.0,7,Copper,Low,244,671.0,656,574,64.61,2.4,10,0,37.72,47.65,60.61
208,2025-09-29 18:06:57.973205,2025-09-29,18,40,9,C,Line-2,PCB,BATCH-6309,M-101,85.08,7,1,Done,50.91,1035,11.0,6,Plastic,High,245,605.0,1141,675,76.52,3.08,5,10,35.96,57.29,83.73
209,2025-10-13 04:14:57.973205,2025-10-13,4,42,10,A,Line-3,Microchip,BATCH-5096,M-104,54.68,14,117,Done,32.95,1007,15.0,11,Copper,Low,238,312.0,846,275,84.15,2.07,14,7,24.92,70.09,86.15
210,2026-02-08 13:54:57.973205,2026-02-08,13,6,2,C,Line-1,Microchip,BATCH-0772,M-103,88.67,9,1,Done,44.42,1037,13.0,7,Silicon,High,235,149.0,966,610,81.7,2.99,18,9,23.79,41.14,50.6
211,2025-12-24 06:49:57.973205,2025-12-24,6,52,12,A,Line-3,Microchip,BATCH-9851,M-101,119.59,11,14,Done,31.85,1044,3.0,7,Plastic,Medium,242,452.0,347,418,65.3,2.88,5,6,23.88,74.84,80.58
212,2025-06-29 08:55:57.973205,2025-06-29,8,26,6,C,Line-3,PCB,BATCH-5671,M-104,95.53,23,53,Pending,27.1,1004,10.0,10,Plastic,High,220,366.0,520,602,85.82,1.41,17,0,32.85,52.08,95.26
213,2025-08-20 22:47:57.973205,2025-08-20,22,34,8,A,Line-2,Microchip,BATCH-3478,M-101,78.95,6,60,Done,59.81,1032,13.0,12,Plastic,Medium,240,900.0,703,924,82.06,1.45,8,8,32.41,34.17,52.67
214,2026-04-22 18:42:57.973205,2026-04-22,18,17,4,A,Line-3,PCB,BATCH-4664,M-103,112.46,6,103,Done,35.64,1019,3.0,7,Copper,High,215,588.0,1064,365,70.1,0.53,0,6,23.38,43.35,103.51
215,2025-08-24 03:20:57.973205,2025-08-24,3,34,8,C,Line-3,Microchip,BATCH-1501,M-103,113.41,19,72,Done,56.46,1002,2.0,10,Silicon,Medium,217,539.0,625,331,79.09,0.91,8,1,34.78,64.59,62.94
216,2025-11-20 11:34:57.973205,2025-11-20,11,47,11,B,Line-3,Microchip,BATCH-4829,M-101,93.45,17,89,Done,24.44,1005,6.0,6,Silicon,Low,213,493.0,342,555,97.19,3.62,18,4,37.65,50.53,94.74
217,2025-07-14 13:26:57.973205,2025-07-14,13,29,7,B,Line-1,Sensor,BATCH-9181,M-101,56.81,9,84,Pending,49.41,1034,14.0,9,Plastic,Low,219,,932,361,89.78,1.04,15,9,23.98,53.27,64.45
218,2025-05-28 14:14:57.973205,2025-05-28,14,22,5,B,Line-3,Sensor,BATCH-5724,M-104,86.69,16,54,Done,39.81,1022,12.0,10,Copper,Low,219,935.0,763,815,75.01,2.44,13,5,23.43,68.69,57.38
219,2025-10-20 07:40:57.973205,2025-10-20,7,43,10,B,Line-2,Microchip,BATCH-2027,M-101,57.38,14,72,Done,48.78,1004,5.0,8,Silicon,High,212,710.0,1085,665,68.98,1.22,17,2,32.66,51.89,61.27
220,2026-03-08 02:51:57.973205,2026-03-08,2,10,3,B,Line-1,Sensor,BATCH-4238,M-102,103.92,21,63,Pending,42.58,1016,4.0,10,Copper,High,222,909.0,840,292,94.85,2.53,16,4,32.98,37.29,105.62
221,2025-11-18 22:19:57.973205,2025-11-18,22,47,11,C,Line-1,PCB,BATCH-5949,M-101,87.88,18,32,Pending,31.82,1008,1.0,11,Plastic,Medium,241,230.0,749,841,62.89,2.49,1,1,23.34,44.61,91.91
222,2026-03-13 08:42:57.973205,2026-03-13,8,11,3,A,Line-2,Microchip,BATCH-3379,M-102,58.77,21,63,Pending,40.4,1030,13.0,6,Silicon,Low,243,416.0,728,953,89.05,4.61,0,0,36.15,32.43,103.7
223,2026-01-16 12:16:57.973205,2026-01-16,12,3,1,A,Line-3,Microchip,BATCH-8598,M-102,58.0,19,10,Pending,34.96,1046,14.0,9,Silicon,Low,203,201.0,759,403,63.87,3.31,3,10,33.43,59.7,105.69
224,2026-02-25 06:06:57.973205,2026-02-25,6,9,2,A,Line-1,Microchip,BATCH-0888,M-102,94.16,21,118,Done,29.78,1022,7.0,11,Plastic,High,209,246.0,700,599,73.21,1.23,11,5,30.4,51.15,112.46
225,2025-12-11 11:07:57.973205,2025-12-11,11,50,12,B,Line-1,PCB,BATCH-2553,M-101,73.18,10,28,Pending,20.28,1024,14.0,12,Silicon,Medium,213,289.0,1044,655,87.02,0.9,5,8,31.2,43.65,80.42
226,2026-01-18 13:02:57.973205,2026-01-18,13,3,1,B,Line-3,PCB,BATCH-6484,M-101,53.91,23,86,Done,51.5,1036,6.0,7,Copper,Low,230,539.0,1021,440,62.36,3.67,5,1,36.2,35.68,118.19
